ID,RefinedCluster
8344,1
8345,2
8382,1
8415,2
8417,1
8427,1
8447,2
8473,0
8488,2
8513,2
8518,0
8521,1
8531,2
8543,0
8562,2
8597,2
8605,1
8672,2
8696,1
8729,1
8763,1
8770,2
8793,1
8822,4
8832,1
8849,2
8877,2
8886,2
8891,1
8896,1
8919,1
8922,1
8937,2
8972,1
9002,2
9031,0
9067,1
9078,1
9121,2
9135,1
9153,2
9154,1
9160,0
9164,2
9165,1
9196,0
9204,2
9241,1
9289,2
9305,0
9328,2
9342,1
9368,1
9401,2
9403,2
9409,2
9453,2
9461,1
9465,1
9510,2
9524,2
9564,1
9678,2
9706,0
9730,2
9736,1
9752,0
9797,2
9810,2
9845,2
9859,2
9946,2
9965,1
10001,2
10012,0
10030,2
10041,1
10042,1
10047,1
10053,1
10061,2
10081,2
10108,2
10111,1
10115,2
10152,8
10161,0
10177,8
10178,2
10180,0
10190,2
10204,0
10216,2
10241,2
10257,2
10268,1
10290,2
10293,0
10349,1
10426,2
10441,2
10447,1
10452,2
10498,2
10500,2
10521,2
10538,2
10541,2
10554,2
10569,2
10597,2
10613,2
10629,0
10634,0
10640,1
10651,2
10664,1
10671,0
10685,2
10687,2
10689,0
10692,2
10698,0
10701,1
10703,0
10712,1
10730,2
10738,1
10741,2
10770,5
10830,2
10838,5
10840,2
10858,1
10873,0
10880,2
10891,2
10908,2
10924,2
10931,1
10938,2
10982,0
10989,0
10990,2
10996,2
10999,2
11024,2
11026,1
11049,2
11053,2
11077,2
11094,2
11098,1
11103,2
11106,2
11109,2
11116,1
11134,1
11144,2
11174,2
11195,2
11215,1
11217,0
11231,2
11245,2
11284,2
11290,2
11291,1
11301,2
11315,1
11338,2
11346,2
11350,2
11368,2
11409,1
11424,0
11428,2
11447,1
11472,0
11486,0
11536,0
11575,2
11608,2
11625,1
11628,2
11656,2
11667,1
11694,1
11695,1
11699,1
11700,2
11701,1
11705,2
11714,1
11717,0
11761,0
11772,2
11793,1
11800,2
11817,2
11886,1
11899,1
11923,1
11935,0
11936,2
11983,2
12015,1
12016,1
12070,2
12083,1
12101,0
12128,2
12138,2
12195,2
12207,1
12215,2
12243,4
12303,2
12308,0
12316,2
12321,1
12329,2
12360,1
12362,2
12371,2
12389,2
12406,2
12416,1
12454,4
12491,1
12514,2
12583,2
12591,2
12594,2
12615,4
12619,2
12634,1
12697,2
12702,2
12710,0
12730,2
12750,1
12765,2
12777,1
12778,2
12782,2
12814,2
12817,2
12823,2
12837,2
12842,2
12886,2
12905,2
12927,1
12930,2
12931,2
12936,2
12939,1
12955,1
12978,1
12989,2
12999,2
13013,1
13022,2
13025,2
13071,1
13080,1
13102,0
13109,1
13135,2
13142,2
13152,2
13161,2
13173,0
13251,2
13256,2
13271,2
13272,2
13287,2
13299,1
13325,1
13331,8
13334,1
13361,2
13367,2
13401,2
13425,0
13433,2
13440,1
13450,1
13466,2
13473,0
13484,2
13498,2
13510,2
13550,9
13551,2
13593,2
13641,1
13655,2
13680,2
13686,1
13687,2
13695,1
13709,2
13731,0
13734,2
13759,0
13770,1
13786,1
13855,1
13862,1
13879,1
13911,1
13921,1
13930,1
13935,7
13938,2
13952,2
13960,2
14023,1
14054,5
14059,2
14088,1
14153,1
14168,2
14170,1
14177,1
14201,0
14202,2
14212,1
14215,2
14279,1
14282,1
14301,2
14323,8
14324,1
14341,2
14351,0
14352,2
14383,2
14384,2
14408,2
14437,0
14440,2
14445,1
14449,2
14457,1
14471,2
14474,1
14479,2
14482,2
14492,1
14498,0
14611,2
14645,1
14665,2
14706,1
14708,2
14719,1
14734,2
14740,2
14743,0
14748,2
14751,2
14796,2
14798,2
14853,2
14880,0
14915,2
14917,1
14940,0
14948,2
14951,4
14955,0
14969,2
14970,0
14996,2
15001,1
15015,1
15027,2
15052,2
15071,0
15127,1
15145,0
15154,1
15159,1
15162,1
15202,2
15227,2
15233,2
15251,1
15253,1
15263,0
15299,2
15357,2
15366,2
15405,2
15409,1
15421,2
15451,0
15457,2
15459,0
15478,4
15528,1
15546,0
15551,2
15570,2
15585,1
15601,2
15625,2
15635,2
15655,2
15667,2
15725,2
15731,1
15733,4
15747,2
15749,0
15787,2
15798,1
15819,0
15867,2
15911,2
15923,2
15952,2
15957,1
15966,2
16006,2
16014,2
16017,1
16042,2
16059,1
16089,0
16119,2
16120,2
16159,2
16168,1
16170,1
16173,2
16187,1
16212,2
16216,2
16242,2
16274,2
16301,2
16386,2
16396,2
16440,0
16467,1
16470,1
16476,1
16528,1
16535,0
16569,0
16570,1
16630,0
16679,0
16690,2
16708,2
16716,2
16764,1
16775,2
16791,8
16798,2
16817,2
16851,0
16879,2
16917,2
16918,2
16921,1
16957,8
16959,2
16987,8
17008,0
17014,2
17024,2
17035,2
17058,1
17066,1
17072,1
17074,1
17100,0
17129,1
17137,1
17162,2
17174,2
17221,8
17262,2
17295,2
17299,2
17306,2
17377,2
17384,1
17386,2
17416,1
17430,2
17446,2
17465,2
17474,2
17505,2
17514,1
17570,2
17572,7
17577,2
17601,0
17610,2
17616,0
17678,2
17698,1
17702,2
17706,2
17751,2
17770,0
17807,2
17818,2
17844,0
17854,2
17870,2
17906,2
17916,1
17918,1
17919,0
17964,2
17965,0
17975,2
17977,2
17978,2
18048,2
18053,2
18062,2
18099,1
18111,0
18159,1
18203,2
18215,8
18220,1
18279,2
18330,5
18353,2
18384,1
18399,8
18408,1
18433,2
18450,2
18468,2
18499,2
18506,1
18514,1
18551,2
18560,0
18562,2
18616,1
18673,2
18732,9
18737,0
18752,2
18762,1
18777,2
18778,1
18785,2
18790,1
18800,2
18804,2
18808,0
18809,2
18810,2
18820,2
18921,2
18922,2
18937,4
18942,1
18988,0
19007,2
19020,2
19052,2
19062,2
19078,0
19082,2
19094,2
19114,2
19175,1
19178,1
19192,8
19198,1
19202,2
19203,1
19216,2
19217,2
19223,2
19243,1
19258,2
19270,2
19298,0
19302,0
19308,0
19331,2
19337,1
19338,2
19350,2
19359,1
19399,0
19416,0
19417,0
19437,1
19447,2
19508,2
19528,2
19540,2
19573,0
19587,1
19593,1
19596,1
19604,0
19650,2
19651,1
19673,2
19726,2
19727,2
19743,1
19746,2
19786,0
19829,2
19895,1
19908,2
19913,2
19917,2
19947,2
19964,2
19978,2
19980,2
20055,1
20059,1
20064,0
20071,1
20072,1
20077,0
20101,0
20105,2
20114,1
20135,2
20156,2
20176,1
20189,1
20220,2
20224,2
20241,2
20252,0
20280,1
20281,5
20351,2
20389,0
20394,0
20398,2
20399,0
20403,1
20453,1
20469,1
20498,0
20534,2
20543,2
20559,2
20565,2
20573,0
20592,5
20601,2
20631,1
20648,2
20682,2
20718,1
20746,1
20754,1
20781,1
20801,2
20824,1
20891,1
20900,2
20907,1
20910,2
20946,1
20960,0
20962,2
21041,2
21049,1
21086,2
21113,0
21125,2
21162,2
21175,1
21201,1
21253,2
21279,1
21298,2
21316,2
21331,1
21337,1
21359,0
21383,2
21389,2
21392,1
21393,4
21394,2
21395,2
21398,2
21405,1
21423,1
21439,2
21534,2
21571,1
21628,1
21634,1
21640,2
21643,2
21655,4
21657,1
21665,1
21704,2
21712,0
21717,0
21740,1
21775,2
21794,1
21804,2
21812,1
21817,0
21829,1
21848,2
21850,1
21854,2
21862,1
21868,2
21871,1
21888,2
21889,1
21917,1
21930,2
21940,1
21948,2
21999,2
22005,2
22023,2
22051,4
22060,1
22062,2
22100,2
22111,2
22115,1
22161,0
22167,0
22168,0
22172,2
22176,2
22181,0
22214,2
22220,0
22226,1
22254,1
22269,2
22278,1
22286,2
22298,2
22338,2
22345,0
22355,2
22373,1
22389,1
22390,2
22417,1
22439,2
22443,2
22460,1
22485,8
22504,1
22508,2
22512,1
22527,1
22537,1
22552,1
22561,2
22596,1
22623,2
22637,0
22670,1
22679,2
22696,2
22728,1
22756,2
22819,2
22856,1
22866,2
22874,7
22877,0
22878,8
22880,1
22899,1
22920,0
22937,4
22957,2
23000,1
23010,2
23014,2
23139,2
23167,2
23181,2
23194,2
23266,0
23270,1
23295,2
23298,2
23309,1
23317,4
23332,0
23363,0
23385,2
23407,1
23451,2
23453,2
23455,2
23464,2
23465,2
23483,0
23496,1
23499,1
23517,1
23539,1
23550,2
23568,2
23599,2
23600,2
23604,1
23638,0
23646,2
23664,2
23685,0
23688,0
23706,0
23708,1
23709,4
23711,2
23743,1
23770,1
23820,2
23836,2
23850,2
23872,1
23951,2
23959,1
23966,2
23975,2
23989,2
23997,2
24004,2
24030,2
24033,2
24036,2
24052,1
24057,2
24059,2
24076,8
24097,0
24125,0
24136,1
24139,1
24152,0
24161,6
24169,1
24182,0
24202,0
24270,1
24276,1
24338,2
24345,2
24354,2
24358,1
24379,2
24386,1
24403,8
24406,2
24429,2
24431,1
24469,2
24486,1
24501,1
24513,2
24519,2
24536,2
24546,1
24547,0
24562,0
24607,4
24615,1
24618,0
24666,1
24667,2
24698,0
24706,2
24707,2
24738,2
24773,1
24779,1
24780,1
24791,2
24833,1
24835,0
24850,1
24866,0
24889,0
24890,2
24912,2
24940,2
24941,1
24942,1
24943,1
24953,1
24978,1
24990,2
24999,0
25003,2
25037,0
25057,8
25111,0
25112,2
25140,2
25181,9
25221,2
25291,1
25311,2
25324,1
25356,2
25372,1
25424,2
25449,2
25476,2
25526,2
25530,2
25543,2
25555,1
25570,1
25598,2
25609,7
25616,2
25641,0
25662,1
25685,6
25694,2
25707,0
25708,2
25712,2
25753,1
25756,2
25762,2
25780,0
25787,2
25819,1
25823,1
25827,1
25841,2
25865,0
25866,2
25872,0
25883,0
25894,2
25902,2
25912,2
25936,2
25959,1
26000,1
26017,1
26056,2
26080,2
26109,1
26146,2
26149,5
26168,2
26187,1
26193,2
26224,0
26248,2
26260,6
26266,2
26280,1
26289,2
26290,0
26293,8
26307,2
26324,0
26416,1
26427,0
26436,0
26458,2
26462,1
26479,2
26482,1
26483,2
26498,2
26503,1
26504,2
26534,1
26554,1
26605,0
26623,1
26635,2
26642,2
26685,2
26686,1
26713,0
26748,1
26770,1
26793,2
26816,2
26824,0
26887,0
26892,2
26905,9
26912,1
26943,2
26979,2
26986,1
26990,1
27002,2
27003,0
27039,1
27057,2
27059,0
27078,0
27079,0
27103,1
27146,1
27156,0
27159,2
27175,1
27187,1
27206,0
27215,2
27223,1
27230,2
27237,2
27240,2
27254,0
27276,2
27327,0
27363,0
27370,2
27383,2
27408,2
27416,2
27418,4
27431,2
27450,2
27454,2
27474,0
27513,1
27517,2
27526,1
27531,2
27533,1
27539,2
27546,2
27573,1
27584,2
27599,2
27638,0
27657,2
27660,1
27708,2
27793,1
27797,2
27847,2
27881,1
27901,0
27903,1
27918,0
27924,1
27929,0
27936,1
27942,1
27959,2
27971,4
27989,1
28009,2
28022,2
28023,4
28034,2
28054,2
28057,2
28114,2
28128,2
28136,2
28151,0
28178,2
28183,0
28195,1
28196,0
28217,1
28218,1
28220,2
28229,2
28231,2
28240,2
28256,2
28264,1
28281,0
28295,2
28300,1
28301,5
28341,0
28357,2
28366,0
28376,2
28400,2
28401,2
28406,2
28412,1
28413,2
28424,2
28428,1
28459,2
28469,1
28471,0
28473,2
28478,2
28496,9
28511,1
28515,2
28523,1
28538,2
28549,2
28560,1
28577,8
28597,1
28600,2
28616,1
28624,0
28631,2
28636,1
28729,1
28735,0
28736,2
28762,2
28763,2
28767,0
28780,2
28806,4
28837,2
28840,1
28849,1
28851,2
28881,1
28884,0
28902,2
28905,2
28912,2
28944,2
28959,2
28998,2
29038,2
29074,2
29078,8
29088,1
29107,2
29177,2
29185,2
29240,0
29244,2
29260,0
29270,2
29271,0
29272,2
29284,0
29304,2
29398,2
29412,0
29441,2
29442,2
29457,2
29462,0
29493,1
29531,1
29539,2
29547,1
29592,2
29594,2
29619,2
29620,2
29627,1
29665,1
29671,1
29673,2
29674,1
29701,2
29736,1
29753,4
29772,2
29777,1
29783,2
29798,2
29808,0
29829,2
29832,2
29839,2
29861,1
29869,7
29910,1
29935,2
29960,1
29988,0
29990,2
29993,1
29997,2
30006,2
30035,1
30047,1
30053,2
30088,2
30105,1
30106,1
30115,2
30123,2
30175,1
30186,1
30218,2
30267,1
30274,8
30287,0
30288,2
30294,2
30304,0
30339,1
30341,2
30349,1
30366,0
30385,2
30397,0
30400,2
30411,1
30423,0
30432,2
30435,1
30459,2
30487,2
30489,2
30507,1
30556,0
30579,2
30593,0
30615,2
30616,1
30649,2
30674,0
30743,1
30784,0
30795,2
30867,2
30889,6
30909,1
30952,2
30969,0
30986,1
31001,0
31009,2
31033,0
31042,2
31051,8
31064,6
31066,1
31068,2
31142,2
31162,0
31164,2
31171,1
31203,0
31231,2
31233,2
31266,1
31301,2
31313,0
31349,2
31386,1
31406,2
31423,0
31427,0
31434,2
31481,1
31524,1
31526,8
31528,1
31541,2
31543,2
31546,1
31549,2
31588,1
31611,2
31632,1
31641,2
31749,0
31765,2
31802,2
31826,1
31827,2
31844,2
31864,2
31888,2
31906,2
31918,2
31921,2
31926,1
31945,2
31967,2
31968,1
31976,2
31978,1
32018,6
32039,2
32052,2
32054,2
32055,0
32066,2
32073,0
32100,0
32120,2
32127,2
32131,1
32136,2
32139,1
32153,1
32156,1
32166,8
32167,1
32174,0
32191,5
32215,0
32228,1
32234,2
32244,0
32247,1
32263,2
32266,4
32281,2
32289,2
32341,2
32354,1
32388,1
32390,2
32406,1
32408,8
32437,1
32453,2
32454,0
32467,1
32469,0
32477,1
32509,1
32554,2
32555,0
32567,1
32579,0
32581,2
32598,1
32613,1
32619,0
32646,1
32655,0
32665,0
32673,0
32677,0
32711,2
32713,2
32720,2
32738,1
32741,2
32753,1
32765,2
32771,0
32777,2
32779,2
32833,2
32835,2
32881,0
32893,1
32896,1
32904,2
32907,2
32919,2
32968,1
32976,2
33055,1
33084,1
33089,0
33090,0
33095,0
33105,2
33119,2
33134,1
33135,4
33149,0
33152,2
33176,2
33213,1
33224,2
33273,0
33287,0
33347,1
33415,1
33462,2
33528,0
33540,1
33547,2
33554,1
33569,2
33592,1
33595,2
33634,2
33649,2
33666,2
33702,2
33715,0
33728,1
33752,4
33753,1
33774,0
33813,2
33863,2
33900,2
33912,2
33916,2
33960,2
33966,2
34031,0
34071,1
34142,2
34171,2
34184,2
34209,2
34232,2
34252,2
34297,1
34298,2
34311,2
34316,1
34324,2
34333,2
34359,2
34365,1
34380,1
34401,2
34413,1
34473,2
34476,2
34484,2
34497,2
34498,2
34506,2
34530,2
34531,0
34549,1
34560,2
34575,1
34593,2
34607,1
34612,1
34638,2
34651,0
34663,1
34668,1
34669,2
34729,2
34730,1
34756,1
34795,2
34826,0
34834,1
34837,2
34856,1
34886,0
34916,1
34927,1
34930,2
34933,1
34935,1
34936,1
34961,2
34968,2
35004,2
35039,0
35046,2
35047,2
35168,2
35181,1
35199,1
35210,1
35213,2
35217,0
35230,1
35275,0
35298,2
35384,1
35394,2
35447,1
35458,2
35466,2
35475,2
35494,1
35504,0
35556,2
35564,4
35578,1
35590,0
35616,2
35617,2
35620,1
35632,2
35641,1
35664,2
35699,1
35738,0
35753,2
35766,1
35800,1
35852,2
35869,0
35874,2
35876,2
35919,1
35945,0
35970,2
35972,2
35973,4
35988,1
35998,2
36040,0
36064,1
36072,2
36110,2
36115,2
36121,2
36122,2
36123,2
36133,1
36159,7
36179,1
36196,2
36211,2
36215,1
36234,2
36252,1
36257,1
36262,1
36265,6
36328,1
36386,0
36423,2
36433,2
36443,2
36463,1
36481,4
36503,2
36563,2
36565,2
36573,1
36576,2
36630,2
36632,1
36633,2
36649,2
36686,0
36724,1
36741,2
36782,1
36806,2
36816,2
36818,2
36845,0
36860,2
36863,0
36877,2
36882,2
36886,2
36892,2
36923,1
36946,2
36949,2
36955,2
36969,2
36971,2
36977,0
36997,2
37004,1
37063,1
37064,2
37065,1
37074,0
37076,1
37082,2
37083,5
37091,0
37093,1
37095,2
37102,2
37140,1
37145,2
37146,2
37170,0
37181,0
37191,1
37199,2
37254,2
37267,0
37271,2
37288,2
37290,5
37303,1
37326,2
37349,1
37350,1
37373,2
37421,0
37433,0
37447,1
37502,4
37512,2
37545,0
37546,2
37547,0
37584,2
37586,1
37630,1
37637,2
37658,0
37664,2
37666,2
37685,2
37697,2
37699,2
37704,1
37753,2
37756,2
37777,4
37813,1
37819,1
37820,2
37836,1
37841,2
37905,2
37924,2
37956,1
37973,2
37988,0
38003,1
38019,1
38031,2
38033,0
38036,2
38064,4
38081,1
38143,1
38234,1
38237,2
38283,2
38288,1
38321,1
38331,2
38359,2
38407,2
38448,1
38461,2
38484,2
38523,1
38544,0
38593,4
38611,2
38626,1
38668,2
38670,2
38679,2
38683,2
38698,1
38702,1
38718,2
38719,2
38759,2
38765,2
38769,2
38792,0
38795,2
38806,2
38838,2
38860,1
38865,2
38897,2
38908,2
38949,1
39031,1
39044,2
39084,2
39085,2
39108,0
39113,2
39166,0
39175,2
39199,2
39205,2
39245,2
39270,0
39281,0
39293,0
39294,2
39308,1
39316,2
39333,1
39358,2
39381,1
39415,1
39416,2
39429,2
39438,0
39444,2
39454,2
39484,8
39508,2
39530,2
39545,9
39557,2
39611,2
39673,1
39708,4
39730,1
39738,1
39742,2
39753,2
39771,0
39786,1
39788,2
39823,2
39881,0
39904,1
39926,0
39936,1
39967,1
39973,0
39974,2
39978,2
39994,1
40066,1
40071,0
40096,1
40114,0
40130,2
40131,0
40138,2
40147,1
40164,2
40187,0
40196,2
40207,1
40228,2
40229,2
40236,2
40239,1
40298,0
40313,1
40319,1
40321,2
40324,8
40344,2
40346,5
40352,2
40369,2
40384,1
40399,0
40415,2
40445,2
40450,2
40462,8
40481,1
40486,2
40517,2
40529,0
40536,2
40547,2
40551,1
40559,1
40572,2
40615,1
40684,2
40688,0
40746,1
40751,1
40792,2
40796,1
40810,2
40812,0
40838,2
40841,2
40863,1
40877,2
40898,2
40906,2
40954,2
40980,1
40987,2
40988,1
41004,0
41011,2
41031,2
41039,2
41101,1
41103,0
41136,1
41147,1
41167,0
41181,0
41183,0
41206,0
41230,1
41231,2
41238,2
41253,1
41269,2
41288,0
41294,2
41302,4
41321,1
41337,8
41352,0
41388,2
41392,2
41395,2
41405,1
41449,0
41463,2
41482,2
41486,2
41508,2
41566,2
41640,2
41670,1
41676,1
41702,2
41720,8
41768,1
41838,2
41877,1
41901,2
41925,1
41926,2
41962,2
41987,2
41991,1
41998,3
42023,1
42027,1
42046,1
42054,2
42055,1
42086,2
42109,2
42118,2
42141,1
42155,2
42165,2
42185,1
42191,2
42194,0
42207,5
42297,2
42308,2
42348,0
42362,2
42365,0
42377,2
42398,1
42422,2
42442,1
42455,1
42475,2
42491,1
42503,2
42552,0
42562,2
42570,2
42571,0
42580,1
42601,2
42615,0
42626,2
42635,1
42647,0
42672,1
42678,4
42683,0
42736,2
42758,2
42792,2
42796,2
42823,2
42826,1
42828,2
42853,2
42859,1
42861,0
42884,2
42889,1
42890,1
42908,9
42919,2
42922,2
42926,1
42939,0
42951,2
42958,2
42970,1
43016,2
43076,0
43081,1
43089,0
43117,1
43128,0
43145,6
43223,1
43233,2
43249,2
43328,2
43333,2
43380,1
43431,2
43508,2
43527,2
43554,1
43564,2
43601,4
43650,1
43658,2
43712,0
43713,4
43716,4
43720,2
43771,4
43777,1
43786,8
43811,1
43824,0
43825,0
43827,2
43842,2
43872,1
43904,2
43913,1
43947,1
43981,1
43993,1
44002,2
44007,2
44017,0
44019,2
44021,0
44031,2
44057,4
44097,2
44101,2
44104,2
44169,0
44180,1
44190,0
44199,0
44206,1
44226,2
44260,1
44277,2
44336,2
44395,2
44396,2
44401,2
44421,2
44452,2
44491,0
44507,0
44532,2
44553,2
44555,1
44565,1
44571,2
44593,2
44625,2
44641,2
44646,2
44727,1
44744,1
44751,2
44784,1
44822,2
44832,2
44878,1
44909,2
44965,2
44969,0
44970,2
44982,2
44996,0
45017,1
45033,8
45035,1
45043,2
45063,0
45066,1
45067,1
45068,2
45105,1
45114,2
45162,1
45163,1
45190,2
45224,2
45234,2
45244,8
45271,1
45273,2
45276,2
45295,1
45312,1
45368,2
45418,2
45452,0
45511,2
45533,2
45611,1
45616,2
45679,2
45684,2
45699,2
45704,2
45738,1
45742,4
45785,2
45823,2
45868,1
45889,1
45932,2
45934,1
45948,1
45952,0
45969,2
45974,1
45998,2
46002,2
46025,1
46033,2
46069,1
46072,1
46078,2
46079,0
46111,2
46159,1
46174,6
46177,2
46203,2
46205,2
46249,2
46254,2
46281,1
46300,2
46310,1
46311,0
46377,0
46407,0
46410,2
46414,2
46422,1
46438,2
46474,0
46500,1
46503,5
46561,2
46607,2
46612,2
46663,0
46739,2
46757,2
46758,1
46760,2
46773,2
46787,2
46833,0
46850,1
46858,2
46867,0
46891,2
46918,0
46936,2
46971,2
46974,1
46978,2
46983,1
46993,2
47056,1
47067,1
47085,1
47155,0
47166,0
47182,1
47221,2
47236,0
47251,1
47325,2
47327,1
47352,2
47370,2
47394,2
47429,2
47445,1
47458,1
47462,2
47473,2
47486,2
47505,1
47552,4
47584,1
47594,2
47604,0
47618,2
47622,1
47626,2
47637,2
47648,0
47662,1
47677,0
47702,2
47703,4
47706,1
47707,1
47742,2
47743,2
47747,2
47764,1
47779,0
47780,2
47793,2
47802,0
47816,1
47817,2
47838,0
47844,2
47862,2
47921,2
47945,2
47949,2
47957,1
47959,2
47960,1
47962,2
47983,0
48004,2
48025,2
48026,2
48033,1
48055,2
48060,1
48123,2
48140,2
48148,2
48214,2
48226,1
48249,4
48271,1
48272,2
48277,2
48290,2
48300,1
48328,1
48339,0
48408,2
48413,2
48425,1
48436,1
48463,0
48483,1
48492,2
48501,2
48514,2
48537,8
48552,2
48565,2
48568,2
48571,2
48573,2
48575,1
48584,2
48608,1
48619,1
48654,1
48686,2
48688,1
48690,7
48714,0
48773,2
48784,0
48806,1
48808,1
48825,2
48847,1
48859,2
48860,1
48864,2
48878,2
48887,1
48911,2
48914,2
48918,2
48929,1
48932,1
48948,2
48957,2
48961,1
48973,1
48980,1
48991,2
49005,2
49006,0
49044,1
49051,1
49075,1
49079,2
49082,1
49085,1
49123,1
49132,1
49174,0
49210,1
49226,1
49255,2
49271,2
49274,2
49278,2
49300,2
49301,2
49324,7
49339,1
49346,0
49358,2
49397,2
49398,2
49400,2
49408,1
49410,1
49426,2
49427,2
49429,1
49461,2
49462,2
49487,1
49502,2
49512,0
49527,2
49532,2
49550,0
49559,2
49573,2
49578,1
49580,2
49611,2
49649,0
49662,1
49665,0
49669,4
49681,0
49682,1
49694,1
49704,1
49713,2
49790,5
49833,2
49894,0
49915,8
49924,2
49929,2
49931,1
49943,1
49949,2
49960,0
49984,2
50016,1
50020,4
50043,0
50049,4
50055,2
50061,2
50066,2
50069,2
50103,1
50133,1
50166,2
50179,2
50198,1
50287,4
50288,1
50298,0
50313,0
50333,0
50380,2
50385,2
50387,2
50396,4
50398,1
50399,1
