cluster,n_households,mae,rmse
0,12641,0.784269998093505,0.9668051998626537
1,2091,4.509357494882831,5.30327357026576
2,1916,10.279169487856645,12.05260029136561
3,280,0.827269523452381,1.0294082299960159
4,84,11.425091111111117,13.253688337467763
5,86,0.4943200581395349,0.6079977574620039
6,46,4.124818749999999,4.956381869262936
7,198,0.4352156255892256,0.5047831488357426
8,51,5.860229344444445,6.994537434673434
