n_households,mean_mae,median_mae,std_mae,mean_mape,median_mape,std_mape,model,experiment_name
17547,3.3987943943575227,2.1034607831298326,4.338783596382622,320.1466607714373,38.17692379655765,5044.374259860203,global_xgb,case2_base
17547,3.379980692385107,2.085116348205567,4.364546249680691,329.3359861368671,37.47422787733348,6237.2802135467755,cluster_xgb,case2_base
