n_households,mean_mae,median_mae,std_mae,mean_mape,median_mape,std_mape,model,experiment_name
17547,3.3987943943575227,2.1034607831298326,4.338783596382622,320.1466607714373,38.17692379655765,5044.374259860203,global_xgb,case2_base
17547,3.379980692385107,2.085116348205567,4.364546249680691,329.3359861368671,37.47422787733348,6237.280213546776,cluster_xgb,case2_base
17547,3.4134736476635195,2.099406185808277,4.405547637379716,315.0090335075383,38.17939910614826,4997.50499036246,global_xgb,case5_base
17547,3.368432170584776,2.071449771943639,4.330635072901125,308.3089523363267,37.516991207064464,5062.335865172179,cluster_xgb,case5_base
