n_households,mean_mae,median_mae,std_mae,mean_mape,median_mape,std_mape,model,experiment_name
17547,3.4134736476635195,2.099406185808277,4.4055476373797156,315.0090335075383,38.17939910614826,4997.5049903624595,global_xgb,case5_base
17547,3.368432170584776,2.071449771943639,4.330635072901125,308.3089523363267,37.516991207064464,5062.335865172179,cluster_xgb,case5_base
